0 0.156434 0.309017 0.45399 0.587785 0.707107 0.809017 0.891007 0.951057 0.987688 1 0.987688 0.951057 0.891007 0.809017 0.707107 0.587785 0.45399 0.309017 0.156434 1.22465e-16 
0 0.154484 0.305164 0.44833 0.580457 0.698291 0.798931 0.879898 0.939199 0.975374 0.987532 0.975374 0.939199 0.879898 0.798931 0.698291 0.580457 0.44833 0.305164 0.154484 0 
0 0.152558 0.30136 0.442741 0.57322 0.689585 0.78897 0.868928 0.92749 0.963214 0.97522 0.963214 0.92749 0.868928 0.78897 0.689585 0.57322 0.442741 0.30136 0.152558 0 
0 0.150656 0.297602 0.437221 0.566074 0.680988 0.779133 0.858094 0.915926 0.951205 0.963062 0.951205 0.915926 0.858094 0.779133 0.680988 0.566074 0.437221 0.297602 0.150656 0 
0 0.148778 0.293892 0.43177 0.559016 0.672497 0.76942 0.847396 0.904507 0.939346 0.951055 0.939346 0.904507 0.847396 0.76942 0.672497 0.559016 0.43177 0.293892 0.148778 0 
0 0.146923 0.290228 0.426387 0.552047 0.664113 0.759827 0.836831 0.89323 0.927635 0.939198 0.927635 0.89323 0.836831 0.759827 0.664113 0.552047 0.426387 0.290228 0.146923 0 
0 0.145091 0.28661 0.421071 0.545164 0.655833 0.750354 0.826398 0.882094 0.916069 0.927488 0.916069 0.882094 0.826398 0.750354 0.655833 0.545164 0.421071 0.28661 0.145091 0 
0 0.143282 0.283036 0.415821 0.538367 0.647657 0.740999 0.816095 0.871096 0.904648 0.915925 0.904648 0.871096 0.816095 0.740999 0.647657 0.538367 0.415821 0.283036 0.143282 0 
0 0.141496 0.279508 0.410637 0.531655 0.639582 0.73176 0.80592 0.860236 0.893369 0.904505 0.893369 0.860236 0.80592 0.73176 0.639582 0.531655 0.410637 0.279508 0.141496 0 
0 0.139732 0.276023 0.405517 0.525027 0.631608 0.722637 0.795872 0.849511 0.882231 0.893228 0.882231 0.849511 0.795872 0.722637 0.631608 0.525027 0.405517 0.276023 0.139732 0 
0 0.13799 0.272581 0.400461 0.518481 0.623733 0.713628 0.78595 0.838919 0.871232 0.882092 0.871232 0.838919 0.78595 0.713628 0.623733 0.518481 0.400461 0.272581 0.13799 0 
0 0.136269 0.269183 0.395469 0.512017 0.615957 0.70473 0.776151 0.82846 0.86037 0.871095 0.86037 0.82846 0.776151 0.70473 0.615957 0.512017 0.395469 0.269183 0.136269 0 
0 0.13457 0.265827 0.390538 0.505633 0.608278 0.695944 0.766474 0.818131 0.849643 0.860234 0.849643 0.818131 0.766474 0.695944 0.608278 0.505633 0.390538 0.265827 0.13457 0 
0 0.132893 0.262513 0.385669 0.499329 0.600694 0.687267 0.756918 0.807931 0.83905 0.849509 0.83905 0.807931 0.756918 0.687267 0.600694 0.499329 0.385669 0.262513 0.132893 0 
0 0.131236 0.25924 0.380861 0.493104 0.593205 0.678699 0.747481 0.797858 0.82859 0.838918 0.82859 0.797858 0.747481 0.678699 0.593205 0.493104 0.380861 0.25924 0.131236 0 
